MGO1,MGS1,MGO2,MGS2,MGO3,MGS3,MGO4,MGS4,MGO5,MGS5,MGO6,MGS6,MGO7,MGS7,MGO8,MGS8,MGO9,MGS9,MGO10,MGS10,MGO11,MGS11,MGO12,MGS12,MGO13,MGS13,MGO14,MGS14,MGO15,MGS15,MGO16,MGS16,MGO17,MGS17,AttCheck,Age,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,Rel,Eng,Emp_status,Income,Education,Gender,pol_party_1,pol_party_2,pol_party_3,pol_party_4,pol_soc,pol_econ,Condition,subj,Other1Self0,Public1Priv0,MoralGood1,MoralGood2,MoralGood3,MoralGood4,MoralGood5,MoralGood6,MoralGood7,MoralGood8,MoralGood9,MoralGood10,MoralGood11,MoralGood12,MoralGood13,MoralGood14,MoralGood15,MoralGood16,MoralGood17,Race,PartyID,Ideology
5,,5,,6,,6,,6,,6,,6,,5,,5,,6,,6,,5,,5,,6,,5,,6,,6,,orange,60,1,,,,,,#NULL!,1,1,1,7,5,1,,,1,,3,8,OtherPublic,258,1,1,5,5,6,6,6,6,6,5,5,6,6,5,5,6,5,6,6,White,Ind,5.5
4,,4,,5,,4,,4,,4,,4,,4,,4,,4,,4,,5,,4,,5,,4,,5,,5,,orange,33,1,,,,,,#NULL!,4,1,9,1,1,1,1,,,,10,10,OtherPublic,259,1,1,4,4,5,4,4,4,4,4,4,4,4,5,4,5,4,5,5,White,Rep,10
2,,3,,5,,6,,7,,7,,5,,4,,2,,5,,5,,2,,6,,1,,5,,5,,7,,orange,37,,1,,,,,#NULL!,2,1,1,5,2,1,,1,,,3,3,OtherPublic,260,1,1,2,3,5,6,7,7,5,4,2,5,5,2,6,1,5,5,7,Black,Dem,3
,6,,6,,6,,6,,7,,5,,6,,5,,6,,6,,6,,6,,7,,6,,5,,6,,6,orange,33,1,,,,,,#NULL!,2,1,2,6,3,2,1,,,,8,8,SelfPrivate,261,0,0,6,6,6,6,7,5,6,5,6,6,6,6,7,6,5,6,6,White,Rep,8
5,,4,,5,,5,,5,,5,,5,,5,,4,,5,,5,,4,,5,,4,,4,,4,,5,,orange,63,1,,,,,,#NULL!,3,1,1,8,5,1,,,1,,3,3,OtherPrivate,262,1,0,5,4,5,5,5,5,5,5,4,5,5,4,5,4,4,4,5,White,Ind,3
5,,5,,6,,6,,7,,6,,4,,5,,5,,6,,4,,5,,5,,5,,4,,6,,6,,orange,71,1,,,,,,#NULL!,1,1,6,6,3,2,,1,,,2,3,OtherPublic,263,1,1,5,5,6,6,7,6,4,5,5,6,4,5,5,5,4,6,6,White,Dem,2.5
,4,,5,,5,,7,,6,,4,,6,,6,,5,,6,,6,,6,,6,,5,,4,,6,,5,orange,39,1,,,,,,#NULL!,4,1,1,8,6,1,,,1,,9,9,SelfPublic,264,0,1,4,5,5,7,6,4,6,6,5,6,6,6,6,5,4,6,5,White,Ind,9
5,,6,,5,,6,,6,,5,,6,,6,,5,,6,,5,,4,,6,,5,,4,,5,,6,,orange,35,1,,,,,,#NULL!,1,1,1,6,5,1,,,1,,2,2,OtherPrivate,265,1,0,5,6,5,6,6,5,6,6,5,6,5,4,6,5,4,5,6,White,Ind,2
,5,,4,,4,,7,,6,,5,,7,,6,,5,,6,,4,,4,,5,,5,,4,,2,,6,orange,52,1,1,,,,,#NULL!,3,1,8,2,5,2,,,1,,2,9,SelfPublic,266,0,1,5,4,4,7,6,5,7,6,5,6,4,4,5,5,4,2,6,Black,Ind,5.5
,7,,7,,5,,7,,7,,5,,7,,7,,6,,7,,5,,6,,7,,7,,7,,4,,7,orange,32,1,,,,,,#NULL!,1,1,1,7,5,2,1,,,,4,8,SelfPublic,267,0,1,7,7,5,7,7,5,7,7,6,7,5,6,7,7,7,4,7,White,Rep,6
,5,,5,,4,,6,,6,,5,,6,,6,,5,,6,,6,,4,,6,,5,,5,,6,,7,orange,55,,,,,,1,#NULL!,1,1,1,2,5,2,,,,1,1,1,SelfPublic,268,0,1,5,5,4,6,6,5,6,6,5,6,6,4,6,5,5,6,7,Other,Other,1
7,,7,,7,,7,,7,,6,,7,,7,,7,,7,,3,,7,,7,,7,,7,,6,,7,,orange,60,1,,,,,,#NULL!,3,1,1,6,6,2,1,,,,3,8,OtherPrivate,269,1,0,7,7,7,7,7,6,7,7,7,7,3,7,7,7,7,6,7,White,Rep,5.5
,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,orange,36,1,,,,,,#NULL!,1,1,1,5,6,1,,,,1,1,1,SelfPrivate,270,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,White,Other,1
,4,,5,,5,,5,,6,,5,,6,,6,,5,,5,,5,,5,,6,,6,,5,,4,,6,orange,62,1,,,,,,#NULL!,1,1,9,3,3,1,,1,,,1,2,SelfPublic,271,0,1,4,5,5,5,6,5,6,6,5,5,5,5,6,6,5,4,6,White,Dem,1.5
,5,,4,,3,,5,,7,,5,,6,,6,,3,,4,,4,,2,,6,,3,,4,,4,,5,orange,59,,1,,,,,#NULL!,1,1,1,7,5,2,,,1,,2,3,SelfPublic,272,0,1,5,4,3,5,7,5,6,6,3,4,4,2,6,3,4,4,5,Black,Ind,2.5
7,,6,,6,,7,,7,,7,,7,,7,,7,,7,,7,,7,,6,,7,,7,,7,,7,,orange,58,1,,,,,,#NULL!,4,1,1,8,6,2,1,,,,10,9,OtherPrivate,273,1,0,7,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,White,Rep,9.5
4,,4,,4,,4,,4,,3,,3,,4,,3,,4,,4,,4,,3,,4,,4,,4,,4,,orange,34,1,,,,,,#NULL!,2,1,1,7,5,2,,,1,,4,4,OtherPublic,274,1,1,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,4,White,Ind,4
7,,6,,6,,7,,7,,7,,7,,7,,7,,6,,7,,6,,7,,7,,7,,6,,7,,orange,57,1,,,,,,#NULL!,1,1,1,9,6,2,,1,,,2,3,OtherPrivate,275,1,0,7,6,6,7,7,7,7,7,7,6,7,6,7,7,7,6,7,White,Dem,2.5
5,,4,,6,,6,,6,,5,,6,,6,,6,,6,,5,,4,,5,,6,,5,,6,,5,,orange,45,1,,,,,,#NULL!,1,1,1,3,5,1,1,,,,3,10,OtherPublic,276,1,1,5,4,6,6,6,5,6,6,6,6,5,4,5,6,5,6,5,White,Rep,6.5
,5,,5,,6,,6,,6,,6,,7,,5,,4,,6,,4,,4,,4,,4,,4,,6,,6,orange,36,1,,,,,,#NULL!,1,1,1,5,2,2,,,1,,4,4,SelfPublic,277,0,1,5,5,6,6,6,6,7,5,4,6,4,4,4,4,4,6,6,White,Ind,4
,6,,5,,5,,7,,6,,5,,6,,6,,7,,6,,7,,6,,7,,7,,7,,5,,6,orange,39,1,,,,,,#NULL!,1,2,9,1,2,1,,1,,,1,1,SelfPrivate,278,0,0,6,5,5,7,6,5,6,6,7,6,7,6,7,7,7,5,6,White,Dem,1
6,,5,,6,,6,,6,,6,,6,,6,,6,,6,,6,,5,,6,,6,,5,,6,,6,,orange,51,1,,,,,,#NULL!,1,1,8,4,3,2,,1,,,1,1,OtherPrivate,279,1,0,6,5,6,6,6,6,6,6,6,6,6,5,6,6,5,6,6,White,Dem,1
,5,,5,,6,,6,,7,,5,,6,,6,,6,,6,,6,,5,,6,,5,,5,,7,,6,orange,36,1,,,,,,#NULL!,1,1,1,8,6,1,,,1,,3,4,SelfPublic,280,0,1,5,5,6,6,7,5,6,6,6,6,6,5,6,5,5,7,6,White,Ind,3.5
6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,orange,41,1,,,,,,#NULL!,2,1,2,5,5,2,,,1,,4,4,OtherPrivate,281,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,White,Ind,4
5,,6,,6,,6,,5,,6,,7,,6,,6,,6,,5,,6,,6,,5,,5,,5,,5,,orange,21,,1,,,,,#NULL!,3,1,5,6,3,2,,,1,,2,2,OtherPublic,282,1,1,5,6,6,6,5,6,7,6,6,6,5,6,6,5,5,5,5,Black,Ind,2
,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,4,,5,,5,,5,,5,,5,orange,39,,1,,,,,#NULL!,1,1,1,7,6,1,,,1,,4,4,SelfPublic,283,0,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,Black,Ind,4
6,,6,,6,,6,,7,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,7,,orange,23,1,,,,,,#NULL!,4,1,1,6,3,2,1,,,,10,10,OtherPublic,284,1,1,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,White,Rep,10
,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,orange,31,1,,,,,,#NULL!,1,1,1,2,2,2,,1,,,1,1,SelfPublic,285,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Dem,1
,3,,4,,6,,5,,6,,4,,4,,4,,5,,4,,3,,4,,3,,5,,4,,3,,4,orange,64,1,,,,,,#NULL!,1,1,2,5,6,1,,,1,,8,9,SelfPublic,286,0,1,3,4,6,5,6,4,4,4,5,4,3,4,3,5,4,3,4,White,Ind,8.5
,7,,5,,5,,7,,7,,7,,7,,7,,7,,7,,5,,7,,7,,7,,5,,7,,7,orange,40,1,,,,,,#NULL!,1,1,1,8,6,1,,1,,,2,2,SelfPublic,287,0,1,7,5,5,7,7,7,7,7,7,7,5,7,7,7,5,7,7,White,Dem,2
,6,,4,,4,,7,,7,,6,,7,,7,,5,,6,,4,,5,,7,,5,,4,,7,,7,orange,48,,1,,,,,#NULL!,4,1,1,7,3,2,,,1,,4,4,SelfPublic,288,0,1,6,4,4,7,7,6,7,7,5,6,4,5,7,5,4,7,7,Black,Ind,4
,7,,6,,6,,6,,7,,7,,7,,6,,6,,6,,6,,6,,6,,6,,6,,7,,6,orange,43,1,,,,,,#NULL!,1,1,1,5,5,1,,1,,,2,2,SelfPublic,289,0,1,7,6,6,6,7,7,7,6,6,6,6,6,6,6,6,7,6,White,Dem,2
,6,,7,,7,,7,,7,,6,,7,,7,,6,,7,,7,,6,,7,,7,,6,,5,,7,orange,85,1,,,,,,#NULL!,4,1,1,6,3,1,,1,,,2,2,SelfPublic,290,0,1,6,7,7,7,7,6,7,7,6,7,7,6,7,7,6,5,7,White,Dem,2
,7,,7,,7,,7,,7,,7,,7,,7,,6,,7,,7,,6,,7,,6,,4,,7,,7,orange,31,1,,,,,,#NULL!,4,1,1,6,5,2,1,,,,10,10,SelfPublic,291,0,1,7,7,7,7,7,7,7,7,6,7,7,6,7,6,4,7,7,White,Rep,10
4,,7,,7,,7,,7,,4,,7,,7,,4,,7,,5,,4,,7,,4,,4,,6,,7,,orange,62,1,,,,,,#NULL!,1,1,6,8,5,1,,,1,,4,8,OtherPublic,292,1,1,4,7,7,7,7,4,7,7,4,7,5,4,7,4,4,6,7,White,Ind,6
6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,orange,37,1,,,,,,#NULL!,3,1,2,8,4,2,1,,,,9,9,OtherPrivate,293,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,White,Rep,9
5,,3,,6,,5,,5,,5,,6,,5,,3,,5,,4,,3,,4,,5,,4,,6,,6,,orange,68,1,,,,,,#NULL!,4,1,3,2,4,2,1,,,,10,10,OtherPublic,294,1,1,5,3,6,5,5,5,6,5,3,5,4,3,4,5,4,6,6,White,Rep,10
7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,orange,32,1,,,,,,#NULL!,4,1,8,5,5,2,1,,,,10,10,OtherPrivate,295,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Rep,10
,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,orange,42,1,,,,,,#NULL!,3,1,1,5,2,2,,1,,,2,2,SelfPrivate,296,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Dem,2
,5,,6,,6,,6,,6,,6,,6,,6,,6,,6,,5,,6,,6,,6,,5,,5,,6,orange,28,1,,,,,,#NULL!,3,1,2,8,5,2,,,1,,4,4,SelfPrivate,297,0,0,5,6,6,6,6,6,6,6,6,6,5,6,6,6,5,5,6,White,Ind,4
,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,orange,67,1,,,,,,#NULL!,2,1,6,2,3,1,1,,,,9,9,SelfPrivate,298,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Rep,9
4,,6,,4,,7,,7,,6,,7,,5,,6,,6,,5,,6,,7,,5,,4,,6,,7,,orange,43,1,,,,,,#NULL!,4,1,7,6,5,2,1,,,,9,8,OtherPublic,299,1,1,4,6,4,7,7,6,7,5,6,6,5,6,7,5,4,6,7,White,Rep,8.5
,6,,4,,5,,7,,6,,5,,6,,7,,7,,6,,5,,7,,7,,7,,5,,4,,4,orange,25,,1,,,,,#NULL!,1,1,3,1,3,1,,1,,,4,4,SelfPrivate,300,0,0,6,4,5,7,6,5,6,7,7,6,5,7,7,7,5,4,4,Black,Dem,4
7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,orange,27,1,,,,,,#NULL!,1,1,1,6,4,2,,1,,,2,2,OtherPrivate,301,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Dem,2
,6,,4,,7,,7,,6,,6,,7,,6,,5,,6,,6,,5,,6,,4,,4,,5,,6,orange,46,1,,,,,,#NULL!,4,1,1,4,4,2,,1,,,2,2,SelfPublic,302,0,1,6,4,7,7,6,6,7,6,5,6,6,5,6,4,4,5,6,White,Dem,2
4,,4,,5,,5,,7,,6,,7,,7,,6,,6,,4,,4,,7,,7,,4,,4,,6,,orange,33,,1,,,,,#NULL!,1,1,1,6,5,2,,1,,,1,1,OtherPrivate,303,1,0,4,4,5,5,7,6,7,7,6,6,4,4,7,7,4,4,6,Black,Dem,1
4,,5,,5,,6,,4,,6,,5,,7,,6,,5,,5,,4,,5,,5,,7,,4,,4,,orange,29,1,,,,,,#NULL!,4,1,1,6,5,2,,1,,,2,2,OtherPublic,304,1,1,4,5,5,6,4,6,5,7,6,5,5,4,5,5,7,4,4,White,Dem,2
,6,,4,,5,,6,,6,,5,,6,,6,,6,,6,,4,,5,,5,,6,,4,,4,,6,orange,42,1,,,,,,#NULL!,1,1,1,6,2,2,,1,,,2,2,SelfPublic,305,0,1,6,4,5,6,6,5,6,6,6,6,4,5,5,6,4,4,6,White,Dem,2
,5,,5,,5,,7,,6,,5,,6,,6,,5,,6,,5,,5,,5,,5,,5,,6,,6,orange,54,1,,,,,,#NULL!,1,1,1,7,4,1,,,1,,2,8,SelfPublic,306,0,1,5,5,5,7,6,5,6,6,5,6,5,5,5,5,5,6,6,White,Ind,5
,5,,6,,5,,6,,7,,6,,5,,7,,7,,5,,5,,5,,6,,7,,5,,5,,7,orange,29,1,,,,,,#NULL!,3,1,1,5,5,1,,1,,,2,3,SelfPrivate,307,0,0,5,6,5,6,7,6,5,7,7,5,5,5,6,7,5,5,7,White,Dem,2.5
5,,5,,6,,6,,7,,5,,6,,6,,5,,6,,5,,4,,5,,5,,4,,6,,6,,orange,61,,1,,,,,#NULL!,3,1,1,6,5,2,,1,,,2,1,OtherPublic,308,1,1,5,5,6,6,7,5,6,6,5,6,5,4,5,5,4,6,6,Black,Dem,1.5
4,,6,,7,,7,,7,,5,,7,,7,,6,,7,,6,,6,,7,,6,,5,,6,,7,,orange,58,1,,,,,,#NULL!,1,1,1,6,4,2,,1,,,3,3,OtherPublic,309,1,1,4,6,7,7,7,5,7,7,6,7,6,6,7,6,5,6,7,White,Dem,3
,4,,4,,5,,6,,6,,6,,6,,4,,5,,4,,4,,5,,5,,5,,4,,4,,5,orange,20,1,,,,,,#NULL!,1,1,2,4,3,3,,1,,,1,1,SelfPublic,310,0,1,4,4,5,6,6,6,6,4,5,4,4,5,5,5,4,4,5,White,Dem,1
5,,5,,6,,6,,7,,6,,6,,7,,5,,5,,4,,6,,5,,7,,5,,5,,6,,orange,37,,1,,,,,#NULL!,3,1,1,8,5,1,,,1,,3,8,OtherPrivate,311,1,0,5,5,6,6,7,6,6,7,5,5,4,6,5,7,5,5,6,Black,Ind,5.5
,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,orange,38,1,,,,,,#NULL!,1,1,1,7,5,1,,1,,,2,4,SelfPrivate,312,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Dem,3
,6,,6,,6,,7,,7,,6,,7,,7,,6,,6,,6,,5,,7,,6,,5,,6,,7,orange,27,1,,,,,,#NULL!,4,1,3,2,5,2,,1,,,3,3,SelfPublic,313,0,1,6,6,6,7,7,6,7,7,6,6,6,5,7,6,5,6,7,White,Dem,3
4,,4,,5,,5,,5,,4,,5,,5,,5,,5,,5,,4,,4,,4,,4,,4,,5,,orange,25,1,,,,,,#NULL!,1,1,8,1,4,1,,,1,,4,4,OtherPublic,314,1,1,4,4,5,5,5,4,5,5,5,5,5,4,4,4,4,4,5,White,Ind,4
,6,,6,,6,,7,,6,,5,,5,,7,,3,,6,,5,,5,,6,,5,,4,,4,,6,orange,52,1,,,,,,#NULL!,2,1,1,7,4,1,,,1,,4,4,SelfPublic,315,0,1,6,6,6,7,6,5,5,7,3,6,5,5,6,5,4,4,6,White,Ind,4
,5,,4,,5,,7,,5,,5,,7,,6,,7,,6,,5,,5,,6,,5,,7,,4,,5,orange,52,1,,,,,,#NULL!,2,1,8,4,5,1,,,1,,3,4,SelfPrivate,316,0,0,5,4,5,7,5,5,7,6,7,6,5,5,6,5,7,4,5,White,Ind,3.5
,6,,5,,3,,2,,6,,6,,6,,6,,6,,6,,5,,7,,4,,7,,7,,4,,3,orange,41,1,,,,,,#NULL!,2,1,1,7,6,1,,1,,,1,1,SelfPublic,317,0,1,6,5,3,2,6,6,6,6,6,6,5,7,4,7,7,4,3,White,Dem,1
5,,6,,6,,7,,6,,5,,7,,6,,6,,6,,5,,5,,6,,6,,5,,6,,7,,orange,58,1,,,,,,#NULL!,3,1,2,6,6,4,,1,,,2,2,OtherPrivate,318,1,0,5,6,6,7,6,5,7,6,6,6,5,5,6,6,5,6,7,White,Dem,2
7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,orange,38,1,,,,,,#NULL!,1,1,1,4,2,2,1,,,,8,8,OtherPrivate,319,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Rep,8
6,,5,,5,,6,,6,,6,,6,,6,,5,,6,,5,,5,,6,,5,,5,,6,,6,,orange,25,1,,,,,,#NULL!,2,1,1,4,3,1,,,1,,4,4,OtherPublic,320,1,1,6,5,5,6,6,6,6,6,5,6,5,5,6,5,5,6,6,White,Ind,4
7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,6,,7,,7,,6,,7,,7,,orange,59,1,,,,,,#NULL!,1,1,1,4,5,1,,1,,,1,1,OtherPrivate,321,1,0,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,7,7,White,Dem,1
,5,,5,,5,,6,,6,,6,,6,,6,,6,,5,,5,,5,,5,,6,,6,,5,,6,orange,45,1,,,,,,#NULL!,1,1,8,6,5,1,,,1,,1,4,SelfPrivate,322,0,0,5,5,5,6,6,6,6,6,6,5,5,5,5,6,6,5,6,White,Ind,2.5
,6,,5,,5,,6,,6,,6,,6,,6,,6,,5,,5,,5,,6,,6,,5,,5,,5,orange,31,1,,,,,,#NULL!,1,1,8,3,4,1,,,1,,4,4,SelfPrivate,323,0,0,6,5,5,6,6,6,6,6,6,5,5,5,6,6,5,5,5,White,Ind,4
,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,orange,45,1,,,,,,#NULL!,1,1,1,6,4,1,,,1,,4,4,SelfPrivate,324,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,White,Ind,4
5,,4,,4,,4,,4,,5,,4,,4,,5,,3,,2,,3,,4,,4,,3,,3,,5,,orange,46,1,,,,,,#NULL!,4,1,1,1,3,1,1,,,,10,10,OtherPrivate,325,1,0,5,4,4,4,4,5,4,4,5,3,2,3,4,4,3,3,5,White,Rep,10
,6,,6,,6,,6,,6,,5,,6,,6,,6,,6,,6,,5,,6,,6,,6,,6,,6,orange,58,1,,,,,,#NULL!,4,1,1,8,5,2,1,,,,8,8,SelfPrivate,326,0,0,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,White,Rep,8
,3,,6,,5,,7,,6,,7,,2,,3,,7,,5,,2,,3,,7,,6,,6,,6,,7,orange,25,1,,,,,,#NULL!,3,1,1,7,3,1,1,,,,4,4,SelfPublic,327,0,1,3,6,5,7,6,7,2,3,7,5,2,3,7,6,6,6,7,White,Rep,4
4,,6,,7,,7,,7,,6,,7,,7,,4,,7,,7,,4,,7,,4,,4,,7,,7,,orange,51,1,,,,,,#NULL!,4,1,8,4,5,2,,1,,,2,1,OtherPublic,328,1,1,4,6,7,7,7,6,7,7,4,7,7,4,7,4,4,7,7,White,Dem,1.5
,5,,5,,4,,3,,5,,3,,6,,5,,6,,3,,2,,4,,7,,5,,4,,3,,5,orange,62,1,,,,,,#NULL!,1,1,6,5,2,2,,1,,,1,1,SelfPrivate,329,0,0,5,5,4,3,5,3,6,5,6,3,2,4,7,5,4,3,5,White,Dem,1
,5,,4,,4,,6,,6,,6,,6,,7,,6,,6,,4,,5,,6,,6,,5,,5,,6,orange,33,1,,,,,,#NULL!,1,1,8,5,4,1,,,1,,3,8,SelfPrivate,330,0,0,5,4,4,6,6,6,6,7,6,6,4,5,6,6,5,5,6,White,Ind,5.5
3,,3,,2,,5,,6,,7,,4,,4,,5,,3,,5,,5,,4,,6,,6,,6,,3,,orange,33,1,,,,,,#NULL!,1,1,1,6,4,1,,,1,,4,4,OtherPrivate,331,1,0,3,3,2,5,6,7,4,4,5,3,5,5,4,6,6,6,3,White,Ind,4
,5,,4,,7,,5,,7,,7,,6,,5,,7,,4,,4,,6,,6,,5,,5,,7,,5,orange,33,,1,,,,,#NULL!,4,1,1,5,6,1,,1,,,9,8,SelfPrivate,332,0,0,5,4,7,5,7,7,6,5,7,4,4,6,6,5,5,7,5,Black,Dem,8.5
,6,,5,,6,,6,,5,,6,,4,,6,,5,,6,,6,,4,,6,,6,,6,,6,,6,orange,29,,1,,,,,#NULL!,4,1,1,5,6,2,,,1,,9,9,SelfPublic,333,0,1,6,5,6,6,5,6,4,6,5,6,6,4,6,6,6,6,6,Black,Ind,9
5,,6,,6,,6,,6,,5,,6,,5,,5,,6,,5,,5,,6,,5,,5,,6,,6,,orange,35,,,,1,,,#NULL!,3,1,1,7,5,2,,1,,,3,4,OtherPublic,334,1,1,5,6,6,6,6,5,6,5,5,6,5,5,6,5,5,6,6,Asian,Dem,3.5
7,,7,,5,,4,,7,,5,,7,,7,,7,,5,,7,,4,,4,,5,,7,,7,,6,,orange,30,,,,1,,,#NULL!,1,1,1,8,6,2,,1,,,2,2,OtherPrivate,335,1,0,7,7,5,4,7,5,7,7,7,5,7,4,4,5,7,7,6,Asian,Dem,2
6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,orange,36,,1,,,,,#NULL!,3,1,1,4,3,2,,1,,,2,2,OtherPublic,336,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Black,Dem,2
6,,6,,6,,6,,6,,6,,6,,6,,5,,6,,6,,6,,6,,6,,6,,6,,6,,orange,59,1,,,,,,#NULL!,2,1,1,8,4,2,,,1,,4,4,OtherPrivate,337,1,0,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,White,Ind,4
6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,5,,6,,6,,3,,6,,6,,orange,29,,1,,,,,#NULL!,1,1,2,1,4,2,,,1,,1,1,OtherPublic,338,1,1,6,6,6,6,6,6,6,6,6,6,6,5,6,6,3,6,6,Black,Ind,1
,3,,6,,6,,6,,6,,4,,6,,6,,5,,6,,6,,4,,6,,4,,4,,3,,6,orange,26,1,,,,,1,#NULL!,1,1,5,8,5,1,,,1,,9,3,SelfPublic,339,0,1,3,6,6,6,6,4,6,6,5,6,6,4,6,4,4,3,6,Other,Ind,6
,4,,5,,5,,7,,6,,3,,7,,6,,2,,6,,5,,2,,5,,3,,4,,5,,6,orange,73,1,,,,,,#NULL!,3,1,6,5,5,1,,,1,,9,9,SelfPublic,340,0,1,4,5,5,7,6,3,7,6,2,6,5,2,5,3,4,5,6,White,Ind,9
6,,7,,7,,7,,7,,7,,7,,7,,7,,7,,6,,6,,7,,6,,6,,6,,6,,orange,27,1,,,,,,#NULL!,4,1,8,7,5,2,1,,,,10,8,OtherPrivate,341,1,0,6,7,7,7,7,7,7,7,7,7,6,6,7,6,6,6,6,White,Rep,9
5,,5,,7,,7,,7,,6,,7,,7,,6,,6,,5,,5,,7,,6,,6,,5,,6,,orange,38,1,,,,,,#NULL!,3,1,7,8,5,2,1,,,,9,10,OtherPublic,342,1,1,5,5,7,7,7,6,7,7,6,6,5,5,7,6,6,5,6,White,Rep,9.5
7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,orange,52,1,,,,,,#NULL!,1,1,1,8,6,2,,1,,,2,8,OtherPublic,343,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Dem,5
5,,5,,5,,6,,5,,5,,6,,6,,6,,5,,5,,5,,5,,5,,5,,5,,5,,orange,39,1,,,,,,#NULL!,3,1,7,5,5,2,,1,,,2,2,OtherPublic,344,1,1,5,5,5,6,5,5,6,6,6,5,5,5,5,5,5,5,5,White,Dem,2
6,,5,,4,,5,,5,,4,,6,,6,,5,,5,,4,,5,,5,,6,,4,,4,,5,,orange,72,1,,,,,,#NULL!,1,1,6,5,5,1,,,1,,3,4,OtherPrivate,345,1,0,6,5,4,5,5,4,6,6,5,5,4,5,5,6,4,4,5,White,Ind,3.5
,7,,6,,6,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,orange,45,1,,,,,,#NULL!,1,1,1,5,3,1,,,1,,3,3,SelfPrivate,346,0,0,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Ind,3
,4,,4,,7,,7,,7,,5,,7,,7,,7,,6,,5,,6,,6,,7,,4,,5,,5,orange,52,1,,,,,,#NULL!,4,1,1,6,3,1,,1,,,3,4,SelfPrivate,347,0,0,4,4,7,7,7,5,7,7,7,6,5,6,6,7,4,5,5,White,Dem,3.5
7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,orange,37,1,,,,,,#NULL!,2,1,1,7,5,2,1,,,,9,9,OtherPrivate,348,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Rep,9
5,,4,,5,,4,,4,,5,,4,,3,,4,,4,,4,,4,,4,,4,,3,,6,,5,,orange,57,1,,,,,,#NULL!,2,1,2,6,5,1,1,,,,9,10,OtherPublic,349,1,1,5,4,5,4,4,5,4,3,4,4,4,4,4,4,3,6,5,White,Rep,9.5
